GlobalId,IFC_Class,Name,ObjectType,Tag,Primary_Material,Property_Count
1r42FoWmvFHwKiMvBeirYh,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
3KmS$l$0966hRSLkU7ZwdI,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
0mNWsETkrFeQN1iJbVwWCA,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
1S83KpAbf3$RBJD$f0od2k,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
08sVqqz_DFvRDyabW0U$W9,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
0LsUX0ajj34AedImL92jkw,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
1GXr3DNpHFHBoossnGbZs6,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
275eqTAmb2aukWJF7QivDN,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
0bmCXKLlf7A87h4WMpzZ5w,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
36u0IF0_5AExbNQ_l5RbCU,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
195n92sP13AhAsKNo6jc8U,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
3P2vsyleH49g1jLh5DeVmc,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
01d8fW6Kj2JhSrDEFR4_JL,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
0gOC3x8UrBI9F6BxNJ182Y,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
0JQVCznZf6hR3_fCOcQn9Y,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
3E1ldg62P18evBvE4DASOL,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
2Ac4j8a_r0DAgruaEJbqIK,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
3lhPYmho55RRpwwVZv4GDR,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
0IaexmPWr3PhkdRj1ar3R5,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
2KvKhweV19HPiuJbfDZQgr,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
37iwe8GSLByxbMRNcgk8YG,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
0q6Sf6N8913QeUJaPq_6Jd,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
283s$sVSr3HPD2VLD8zDIt,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
0wz5c35cH8jQp8fEI7fiCE,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
29TkRadNr1mwHmjtb0S9DI,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
2tWasiY6zBz9jAfJOgkBCf,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
1uT71wOE118xl_MKi5pbnv,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
2uGPOc7qz5UQl$N4RJgnMf,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
0exJj_zYD07guODbtPDGss,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
0sO7RnT7P1HQOJWGOWfV9D,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
04zFWdV7TFH9lEdH$yq5GM,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
3Q4syRz399$w6ZxsquPInG,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
0KwwZxfRj1Z8RsIjWcbySz,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
3oFbV1tivDBftyjoTV0UL3,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
0fcpLAfbH6Fghct_hb4spR,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
2uhnoO88L67wEO4SrzCwFI,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
3wRcQuJIjBKfl$Le9FaQ3k,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
39P3leSg907go2a62ofwEA,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
3v$XwTo$X9Aw3NWH_7mSlO,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
27axMOTMj1ZfaWnQzdpvJz,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
0UlPdj$0vEwOCeQOixX8w5,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
2DemYaqCbD2RpTT3HibK$Z,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
0n3doBCWf1pB2lXTTuIzOw,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
3pbb868Q95FAR$nxYNINwC,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
2qiT5XDG10xuBLJzjqjO3C,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
2_34VUf8rDq8iO4gqis6_i,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
1xSqmKE5r7$hxceVrfmxX8,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
3AvB_uSg102uKEcyhcXF2K,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
1NbiKyEB99EQec7RSICiDs,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
2iUCaXRgv8TOekfQi6VAdP,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
23STE$m954pxxxBz1uhe5Z,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
2imqqaJWn69ffPlUxf5OF3,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
1RetaEMELBW8FtjWrgCUpp,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
1mYlU1qcTFq9rFLAeWhAs$,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
0Qn6BYiNjFUxovBkV3_$wc,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
2IKFoUeH5C0eg4Zs65cFrH,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
2kgxqIZqTE7Q_vflWMs8ag,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
2YyhJHQrn3YvVebR$rlgJ1,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
3j$NxpoFz23RJpFCp5d$gl,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
3gx4l4ZHXAoOHXoBsYpCr0,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
13FhL0RA51ZgJIu4V2VH4V,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
25OqIt8Ub20emlqXvbHBXg,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
2JrPmQGmzFBgxNGnpZLEiV,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
3C3269pmvBJPv0SWaPgYwU,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
1kt_vqPv1Flug2CfIaZWib,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
3AXjICaOf9Xuc2xQaqSQpj,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
2MkIR9oQr0LOii9tu6ZbZu,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
0Umuj15hP8bORSSBmwdrxt,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
0lOwWK7uXEeBQMhituKBgr,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
2yu0IPSIL2YgYFqV11i2Lv,IfcCovering,ROOF,ROOF,UNSPECIFIED,Undefined/Undefined,0
0lkMfXPGzCmeb$QKzpCiv$,IfcCovering,ROOF,ROOF,UNSPECIFIED,Undefined/Undefined,0
1LxL5FgA98GP8HSpFmGG72,IfcCovering,ROOF,ROOF,UNSPECIFIED,Undefined/Undefined,0
1v12b1ZI9FbwY8eFgoXl$y,IfcCovering,H2,H2,UNSPECIFIED,Undefined/Undefined,0
2O5qR7qjDEURhHCYxMHak4,IfcCovering,ROOF,ROOF,UNSPECIFIED,Undefined/Undefined,0
16v95ATwv8whMn8ituSM5Q,IfcCovering,ROOF,ROOF,UNSPECIFIED,Undefined/Undefined,0
2WvdrRUPH3NfXWzn6FT5ok,IfcCovering,ROOF,ROOF,UNSPECIFIED,Undefined/Undefined,0
390AKMxQDAzujghX6XZWzJ,IfcCovering,ROOF,ROOF,UNSPECIFIED,Undefined/Undefined,0
3DyaNu5Wv0KxSv00sChvZ0,IfcCovering,ROOF,ROOF,UNSPECIFIED,Undefined/Undefined,0
2VF_t3md9DZQT8FXIhzqbX,IfcCovering,H2,H2,UNSPECIFIED,Undefined/Undefined,0
2h4P15l9fCbwqiQu5sWbYD,IfcCovering,ROOF,ROOF,UNSPECIFIED,Undefined/Undefined,0
1UAZ8uPMX0IhgoKQbTg0Nz,IfcCovering,ROOF,ROOF,UNSPECIFIED,Undefined/Undefined,0
1aqpwqiWL32ALsp9mbCf5v,IfcCovering,COLUMN SC1,COLUMN SC1,UNSPECIFIED,Undefined/Undefined,0
2ARFvHtLfBohguZ41dMDB8,IfcCovering,SC,SC,UNSPECIFIED,Undefined/Undefined,0
1mOv2xjCD5FPXEIsa5BWJX,IfcCovering,ROOF,ROOF,UNSPECIFIED,Undefined/Undefined,0
0MnPOJ7x58kOGonXRgctor,IfcCovering,ROOF,ROOF,UNSPECIFIED,Undefined/Undefined,0
001vpiFd53WAdbvAteIEVF,IfcCovering,ROOF,ROOF,UNSPECIFIED,Undefined/Undefined,0
2uvpBXpFf2JASuEtH2JMHy,IfcCovering,ROOF,ROOF,UNSPECIFIED,Undefined/Undefined,0
23F6ldWwPFMQ0_skc7xZef,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
06ibHYNPbA7xiRhwbyWQJg,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
32JztrnXP8cOzEturixOHw,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
3dgMgaivL0XezIEuEthOUT,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
2gWYWCo9b0AwX5x9HkBVwb,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
3QYYJVnsnBTRTaqCX$aTs9,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
398xl2kaD9$uUVBQ2QDFIp,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
2kN5zAbavDnf1B_qlq4vvF,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
0IL8A46bz3BPuQQYnbX0bb,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
0J7SyqF3P1EuWxGrtWzW0u,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
3dI_vNvwb9UBBuKt7VdaA_,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
2b1HqYFrz0He6$1YP$ycUn,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
30MZs$jcv9hPsXiOGptl5V,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
1fBxTdZUvA2RBC_Zc$t7d9,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
2GVuESzaj5DPh48NFn_K6O,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
3oSlI81LHABO4PO5hs$P03,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
2mNoScuMD1mukotswdetnu,IfcCovering,ROOF,ROOF,UNSPECIFIED,Undefined/Undefined,0
0qQlKxHNLBCBqi2gWqMXKc,IfcCovering,ROOF,ROOF,UNSPECIFIED,Undefined/Undefined,0
2LytHboE13MQm2AN9YwL37,IfcCovering,ROOF,ROOF,UNSPECIFIED,Undefined/Undefined,0
1HS5G$lsX1DQ6ukt3T5i1B,IfcCovering,ROOF,ROOF,UNSPECIFIED,Undefined/Undefined,0
0_lOBHHkL7JO8rkh08X8Lf,IfcCovering,ROOF,ROOF,UNSPECIFIED,Undefined/Undefined,0
1omdTjdFD1mBjTGqcXnuik,IfcCovering,ROOF,ROOF,UNSPECIFIED,Undefined/Undefined,0
1P2mhuCM53OuUH_gUK_YdU,IfcCovering,SurfaceTreatment,UNSPECIFIED,UNSPECIFIED,Undefined/SS400,5
0KSiws_Jr6RPYITv4023Em,IfcCovering,SurfaceTreatment,UNSPECIFIED,UNSPECIFIED,Undefined/SS400,5
3uWdn81Vj1MQviIEscE9lg,IfcCovering,SurfaceTreatment,UNSPECIFIED,UNSPECIFIED,Undefined/SS400,5
0FXlv9dS9EVuwMXfvPAyea,IfcCovering,SurfaceTreatment,UNSPECIFIED,UNSPECIFIED,Undefined/SS400,5
0IYeIxHIP0NxFi1uGcm4x9,IfcCovering,F,F,UNSPECIFIED,Undefined/Undefined,0
2EXgQ7eFH5SOyeJ6hpgEBe,IfcCovering,F,F,UNSPECIFIED,Undefined/Undefined,0
30zFNaDmL2$9XvJk87kRC6,IfcCovering,F,F,UNSPECIFIED,Undefined/Undefined,0
0yIsN9DlnARBwMDVThrDNG,IfcCovering,F,F,UNSPECIFIED,Undefined/Undefined,0
3n8WoL7w96gR0tLIKiFh4_,IfcCovering,F,F,UNSPECIFIED,Undefined/Undefined,0
2sUhuximP1l87pGT20Vwjb,IfcCovering,F,F,UNSPECIFIED,Undefined/Undefined,0
2YNe0uzi59H8Pw464nIL58,IfcCovering,H1,H1,UNSPECIFIED,Undefined/Undefined,0
0JDZWlaa98Pf5IH4WGwCoL,IfcCovering,H1,H1,UNSPECIFIED,Undefined/Undefined,0
1sOi2YkvbC1BkUm68m6e6n,IfcCovering,COLUMN SC1,COLUMN SC1,UNSPECIFIED,Undefined/Undefined,0
0_6HnXsnz8qvtek$nUd4bJ,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
2zcEJ5FXT9ohAQXhM0T3kF,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
0Vccegetn1Ug$bDGyok7M2,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
0ZM4Qs6PX5p9kJjpASPvLH,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
18nITyf0j1aAy2a4E9AsrV,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
2rVlpYETT68PJelGyhlrG0,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
3Nrd52hd97QgHbL5LVyVod,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
03o5Xwj8z6YerfuobBTtss,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
3XRDTblxv9gROpVC3GmskN,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
2Ozfvx1_v91fsDrnAEtdI$,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
053hgUvVT7gQ101ySJlnQ1,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
2eijzDZyP9rfqAeuWTaQBu,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
3VPNeF1kXEy8Jsw88vWAVB,IfcCovering,COLUMN SC1,COLUMN SC1,UNSPECIFIED,Undefined/Undefined,0
1WUWsw2V912guoci87ewom,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
0J90UZsbj3980KsGgADygN,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
2TPdcgkeT1VAMrSxHoOJUx,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
2InsMuXKr1k9NyWiFTvjuA,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
05b7CW8rn9SOqE5Kdd6mSm,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
0y03ZwKBT78RPua8dxgWNk,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
3qDKFp6rv2cvVmEQ2xvcud,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
3CCkJAbP916Pjydwt66d6k,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
31JNUWRSbBtePnq2teeHS$,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
2P0Q_BiYL9p8AMFxKJmA4n,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
11ZYqo_MnEPudaL$PHP$mM,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
1wSUm4cjvDqg1ZJP4WvoxG,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
2xiNG3ytj7AAhBeZbl1Upn,IfcCovering,SC,SC,UNSPECIFIED,Undefined/Undefined,0
083ItMV11Cb8QPP9Dg3MD4,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
35Y86Jdo5D2Q7XLdaVUZQc,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
2lfu3JHDj80xrW8079puse,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
02CobgteP3v9iSwGbweOqJ,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
0nUrQYvlrCWOIsNHNWrVkP,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
3Zj4PynS18BBwMwwyyJNiT,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
0wIw_9NQT7MQOSmGsjE9ew,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
3fWd9EYCr6qQTPFa4A3pnY,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
0lp39rdJ56NR$LAjtcvkAb,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
14VJyYm3vBBupIuC7TKjxc,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
2Royn_iJnFE8mzpadNguWN,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
3plx3ywbT1hPt6ayRTUSDs,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
0GSxb0Om9CR98MQPIdtja8,IfcCovering,COLUMN SC1,COLUMN SC1,UNSPECIFIED,Undefined/Undefined,0
2sUT7stebFq8XDGXCFB2pD,IfcCovering,H1,H1,UNSPECIFIED,Undefined/Undefined,0
34tkHo4n13sQh8UkJDZqE7,IfcCovering,H1,H1,UNSPECIFIED,Undefined/Undefined,0
1ZPDMimnT5wgSLHTpEeWyz,IfcCovering,SC,SC,UNSPECIFIED,Undefined/Undefined,0
0X6dJEAav1cAPQgtRfBSOJ,IfcCovering,E,E,UNSPECIFIED,Undefined/Undefined,0
0qQRCWiTTBOPFyxoLluN8Z,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
2yOE7nT9rEyvvc2kM1myUv,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
1M8Hn0Z0f2Dv$UcwZIPpgi,IfcCovering,0,0,UNSPECIFIED,Undefined/Undefined,0
1ih1_nDRD18ABdIpuuWZet,IfcMember,TUBE,C-100X50X5X7.5,ID6cac1fb1-35b3-4120-a2e7-4b3e38823a37,STEEL/SS400,17
3E$rKSAyPDD9qsReI8Q2nt,IfcMember,TUBE,C-100X50X5X7.5,IDceff551c-2bc6-4d34-9d36-6e8488682c77,STEEL/SS400,17
06NnkcsTDAjucBM4lcob1k,IfcMember,TUBE,C-100X50X5X7.5,ID065f1ba6-d9d3-4ab7-898b-584be6ca506e,STEEL/SS400,17
2cs1Vy$Q50K8aqSmkt2mOl,IfcMember,TUBE,C-100X50X5X7.5,IDa6d817fc-fda1-4050-8934-730bb70b062f,STEEL/SS400,17
0Jnqxq5o56xvY7jhgt_nQZ,IfcMember,TUBE,C-100X50X5X7.5,ID13c74ef4-1721-46ef-9887-b6bab7fb16a3,STEEL/SS400,17
3HyA_Y1HzC1wMRD3a6nD6_,IfcMember,TUBE,C-100X50X5X7.5,IDd1f0afa2-051f-4c07-a59b-343906c4d1be,STEEL/SS400,17
3ZHBNQwdbDoRpH88QkBG9k,IfcPlate,PLATE,PL9x135,IDe344b5da-ea79-4dc9-bcd1-2086ae2d026e,STEEL/SS400,17
2etiljmfb1ihTLv2WXnbcw,IfcPlate,PLATE,PL9x135,IDa8decbed-c299-41b2-b755-e42821c659ba,STEEL/SS400,17
3sHOX0lj90Wgbmf80i7AbH,IfcPlate,PLATE,PL12x420,IDf6458840-bed2-4082-a970-a4802c1ca951,STEEL/SS400,17
3nKwUj8o9BfwkvYi8rsjVz,IfcPlate,PLATE,PL12x420,IDf153a7ad-2322-4ba7-abb9-8ac235dad7fd,STEEL/SS400,17
2c2fP5YfTD9QUQNVkcPq0S,IfcPlate,PLATE,PL9x135,IDa60a9645-8a97-4d25-a79a-5dfba667401c,STEEL/SS400,17
0EfP$yuoLCu9V9YBErF7jE,IfcPlate,PLATE,PL9x135,ID0ea59ffc-e325-4ce0-97c9-88b3b53c7b4e,STEEL/SS400,17
2WCXJ2EHL5Ke$yc0gnu69B,IfcPlate,PLATE,PL12x420,IDa03214c2-3915-4552-8ffc-980ab1e0624b,STEEL/SS400,17
2godWCoeHB1wCzHVk1Kv4x,IfcPlate,PLATE,PL12x420,IDaaca780c-ca84-4b07-a33d-45fb8153913b,STEEL/SS400,17
1MP62EW4X9twPQKK8jUgw2,IfcPlate,PLATE,PL9x135,ID5664608e-8048-49df-a65a-51422d7aae82,STEEL/SS400,17
3tUdfkWwrC9ONviZXbREY8,IfcPlate,PLATE,PL9x235,IDf77a7a6e-83ad-4c25-85f9-b238656ce888,STEEL/SS400,17
3tFylg4C91GxyfBaKpuKO7,IfcPlate,PLATE,PL9x135,IDf73fcbea-10c2-4143-bf29-2e4533e14607,STEEL/SS400,17
27qPJPH9v6uxXFeV5AYSvx,IfcPlate,PLATE,PL9x235,ID87d194d9-449e-46e3-b84f-a1f14a89ce7b,STEEL/SS400,17
0Lp8Ti5An2bRBlpoGEyWJU,IfcPlate,PLATE,PL9x135,ID15cc876c-14ac-4295-b2ef-cf240ef204de,STEEL/SS400,17
0hc49LS2P9KgK6FdDcwnpz,IfcPlate,PLATE,PL9x235,ID2b984255-7026-4952-a506-3e7366eb1cfd,STEEL/SS400,17
3RJ5YS4P57Tx9hVVrecY2i,IfcPlate,PLATE,PL9x135,IDdb4c589c-1191-4777-b26b-7dfd689a20ac,STEEL/SS400,17
2XfFsO75j9juJbqN5nCbYf,IfcPlate,PLATE,PL9x235,IDa1a4fd98-1c5b-49b7-84e5-d171713258a9,STEEL/SS400,17
0rD5xeBOn0cOBaVxcpV8qk,IfcPlate,PLATE,PL9x135,ID35345ee8-2d8c-4099-82e4-7fb9b37c8d2e,STEEL/SS400,17
2wfNm81SX308Q$wKShbTDc,IfcPlate,PLATE,PL9x235,IDbaa57c08-05c8-4300-86bf-e9472b95d366,STEEL/SS400,17
0E2AXjGTv4euAK7N4EtaDd,IfcPlate,PLATE,PL9x135,ID0e08a86d-41de-44a3-8294-1d710ede4367,STEEL/SS400,17
1CRVDQCWb9TPaIRRIq4pij,IfcPlate,PLATE,PL9x235,ID4c6df35a-3209-4975-9912-6db4b4133b2d,STEEL/SS400,17
189leATVz5lxHrzmp$uoh9,IfcPlate,PLATE,PL6x48,ID4826fa0a-75ff-45bf-b475-f70cffe32ac9,STEEL/SS400,17
3UQIME4wn8hgv6iMaarxaZ,IfcPlate,PLATE,PL6x45,IDde69258e-13ac-48ae-ae46-b16924d7b923,STEEL/SS400,17
2B_odR1xr0Z9yqlEpwrqvo,IfcPlate,PLATE,PL6x45,ID8bfb29db-07bd-408c-9f34-bcecfad74e72,STEEL/SS400,17
2oKkYhjv96gQi3EoLLUW9Y,IfcPlate,CHECKER PLATE,CHK4.5x470.5,IDb252e8ab-b792-46a9-ab03-3b25557a0262,STEEL/SS400,17
2egwCjkPf5NQ5VEuQy5sE8,IfcPlate,PLATE,PL8x129.9,x-0,STEEL/SS400,17
2rUeiIo5LDGOCEWN_q667Y,IfcPlate,GROUT,PL35x300,IDb57a8b12-c855-4d41-830e-817fb41861e2,Undefined/GROUT,17
0xf$dQG719XRpsWBYBJt_s,IfcPlate,GROUT,PL35x400,ID3ba7f9da-4070-4985-bcf6-80b88b4f7fb6,Undefined/GROUT,17
0FwMunqj9E5wN5OWlSFlky,IfcPlate,GROUT,PL35x400,ID0fe96e31-d2d2-4e17-a5c5-620bdc3efbbc,Undefined/GROUT,17
1d$2SgyVrCjfaypNU06I9J,IfcSlab,SLAB,150x1500,ID67fc272a-f1fd-4cb6-993c-cd7780192253,CONCRETE/C40,17
2dhDgI_s5ASxtRlso0gaiz,IfcSlab,SLAB,150x1600,IDa7acda92-fb61-4a73-bddb-bf6c80aa4b3d,CONCRETE/C40,17
2l__7gZOz49v2HJpo7FO4X,IfcSlab,SLAB,150x1150,IDaffbe1ea-8d8f-4427-9091-4f3c873d8121,CONCRETE/C40,17
0b1CW8NeH57eMWv1XtzANh,IfcSlab,SLAB,220x1150,ID2504c808-5e84-451e-85a0-e41877f4a5eb,CONCRETE/C40,17
0OBx$55FD5MvytvD8eOPk8,IfcSlab,SLAB,270x1200,ID182fbfc5-14f3-455b-9f37-e4d228619b88,CONCRETE/C40,17
2vwvPAqeXCXQyv4D89Hyay,IfcSlab,SLAB,300x21500,IDb9eb964a-d288-4c85-af39-10d20947c93c,CONCRETE/C40,17
2Urumt22H74g9DhEaACBt7,IfcSlab,PRECAST,2630x100,ID9ed78c37-0824-4712-a24d-ace90a30bdc7,CONCRETE/C40,17
2B2x_KBLb56vNSmJxE1KyZ,IfcSlab,PRECAST,2630x100,ID8b0bbf94-2d59-451b-95dc-c13ece054f23,CONCRETE/C40,17
0B3BbwGtj83xtvT0RIAAUA,IfcSlab,PRECAST,2630x100,ID0b0cb97a-437b-480f-bdf9-7406d228a78a,CONCRETE/C40,17
3sdLp3Gvb9l9ADBmmrQDmo,IfcSlab,PRECAST,2630x100,IDf69d5cc3-4399-49bc-928d-2f0c3568dc32,CONCRETE/C40,17
3lEirTMCbFgueRVkLPjfNe,IfcSlab,PRECAST,2630x100,IDef3acd5d-58c9-4fab-8a1b-7ee559b695e8,CONCRETE/C40,17
2jjHH6VTv5dwQNhpBR$LHh,IfcSlab,PRECAST,2630x100,IDadb51446-7dde-459f-a697-af32dbfd546b,CONCRETE/C40,17
1EcL9RnWjEUxdmjoNJgbH7,IfcSlab,PRECAST,2630x100,ID4e99525b-c60b-4e7b-b9f0-b725d3aa5447,CONCRETE/C40,17
2LLoUPgij6aQ8CjujSIisv,IfcSlab,PRECAST,2630x100,ID95572799-aacb-4691-a20c-b78b5c4acdb9,CONCRETE/C40,17
0ntjBJrNL7yBb0$5x0_urT,IfcSlab,PRECAST,2630x100,ID31ded2d3-d575-47f0-b940-fc5ec0fb8d5d,CONCRETE/C40,17
3uPhpfLTTBXRAt6Zr5VX48,IfcSlab,SLAB,230x74105,IDf866bce9-55d7-4b85-b2b7-1a3d457e1108,CONCRETE/C40,17
0ll9VpdBL4quj8$A7CnHtk,IfcSlab,SLAB,230x22000,ID2fbc97f3-9cb5-44d3-8b48-fca1ccc51dee,CONCRETE/C40,17
0oVZyYa9H9PfpGiqtRcpT8,IfcSlab,SLAB,250x80482,ID327e3f22-9094-4966-9cd0-b34ddb9b3748,CONCRETE/C40,17
10ootrcff7h8OFOEkuPOvF,IfcSlab,PC2C',300x600,ID40cb2df5-9a9a-47ac-860f-60ebb8658e4f,CONCRETE/C40,17
33tCvdmRj5xhlXWml1fh3o,IfcSlab,PC2C,300x1200,IDc3dcce67-c1bb-45ee-bbe1-830bc1a6b0f2,CONCRETE/C40,17
13Vg52VqXDXfhbqHrfN20m,IfcElementAssembly,BEAM,UNSPECIFIED,B-0(?),UNSPECIFIED,8
0SGyRddDr0lwbMXlltJzF4,IfcElementAssembly,BEAM,UNSPECIFIED,B-0(?),UNSPECIFIED,8
